"COUNTRY,""Country"",""VAR"",""Variable"",""POPULATION"",""Population"",""TIME"",""Time"",""Value"",""Flag Codes"",""Flags"""
"EST,""Estonia"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",45.478451,,"
"FIN,""Finland"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",38405,,"
"FIN,""Finland"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",51941,,"
"FIN,""Finland"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",64954,,"
"FIN,""Finland"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",36351,,"
"FIN,""Finland"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",43345,,"
"FIN,""Finland"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",44872,,"
"FIN,""Finland"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",168842,,"
"FIN,""Finland"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",193179,,"
"FIN,""Finland"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",206589,,"
"FIN,""Finland"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2009"",""2009"",81081.43,,"
"FIN,""Finland"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2013"",""2013"",94325.203,,"
"FIN,""Finland"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2016"",""2016"",102067.2,,"
"FIN,""Finland"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",166789,,"
"FIN,""Finland"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",184584,,"
"FIN,""Finland"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",186507,,"
"FIN,""Finland"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2009"",""2009"",1.749386,,"
"FIN,""Finland"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2013"",""2013"",1.7756571,,"
"FIN,""Finland"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2016"",""2016"",1.9270101,,"
"FIN,""Finland"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.32799998,,"
"FIN,""Finland"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.35900003,,"
"FIN,""Finland"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2016"",""2016"",0.38099998,,"
"FIN,""Finland"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.83899999,,"
"FIN,""Finland"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.98400003,,"
"FIN,""Finland"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2016"",""2016"",1.002,,"
"FIN,""Finland"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2009"",""2009"",23.6724,,"
"FIN,""Finland"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2013"",""2013"",23.881359,,"
"FIN,""Finland"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2016"",""2016"",25.33568,,"
"FIN,""Finland"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2009"",""2009"",59.81892,,"
"FIN,""Finland"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2013"",""2013"",57.397331,,"
"FIN,""Finland"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2016"",""2016"",57.951698,,"
"FIN,""Finland"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2009"",""2009"",16.04044,,"
"FIN,""Finland"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2013"",""2013"",17.71698,,"
"FIN,""Finland"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2016"",""2016"",18.24671,,"
"FIN,""Finland"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2009"",""2009"",12.14148,,"
"FIN,""Finland"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2013"",""2013"",13.39945,,"
"FIN,""Finland"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2016"",""2016"",14.21422,,"
"FIN,""Finland"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2009"",""2009"",43.719231,,"
"FIN,""Finland"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2013"",""2013"",45.49411,,"
"FIN,""Finland"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2016"",""2016"",46.774738,,"
"FIN,""Finland"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2009"",""2009"",29.74613,,"
"FIN,""Finland"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2013"",""2013"",31.553881,,"
"FIN,""Finland"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2016"",""2016"",32.85556,,"
"FRA,""France"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",71740,,"
"FRA,""France"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",85846,,"
"FRA,""France"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",76174,,"
"FRA,""France"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",24898,,"
"FRA,""France"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",33138,,"
"FRA,""France"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",32806,,"
"FRA,""France"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",233306,,"
"FRA,""France"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",243130,,"
"FRA,""France"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",241979,,"
"FRA,""France"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2009"",""2009"",104059.5,,"
"FRA,""France"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",109554.8,,"
"FRA,""France"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",108302,,"
"FRA,""France"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",186464,,"
"FRA,""France"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",192753,,"
"FRA,""France"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",198611,,"
"FRA,""France"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2009"",""2009"",2.0167,,"
"FRA,""France"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",2.145896,,"
"FRA,""France"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",2.058502,,"
"FRA,""France"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.189,,"
"FRA,""France"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.204,,"
"FRA,""France"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.215,,"
"FRA,""France"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.50400001,,"
"FRA,""France"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.68000001,,"
"FRA,""France"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.64499998,,"
"FRA,""France"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2009"",""2009"",13.1664,,"
"FRA,""France"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",10.74373,,"
"FRA,""France"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",12.18638,,"
"FRA,""France"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2009"",""2009"",46.877171,,"
"FRA,""France"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",46.901859,,"
"FRA,""France"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",45.44109,,"
"FRA,""France"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2009"",""2009"",12.49153,,"
"FRA,""France"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",18.14131,,"
"FRA,""France"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",17.101801,,"
"FRA,""France"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2009"",""2009"",17.934891,,"
"FRA,""France"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",18.64571,,"
"FRA,""France"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",17.13859,,"
"FRA,""France"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2009"",""2009"",49.9716,,"
"FRA,""France"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",50.586899,,"
"FRA,""France"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",49.22134,,"
"FRA,""France"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2009"",""2009"",36.53783,,"
"FRA,""France"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",37.260921,,"
"FRA,""France"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",35.505402,,"
"GBR,""United Kingdom"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",135900,,"
"GBR,""United Kingdom"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",154700,,"
"GBR,""United Kingdom"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",198800,,"
"GBR,""United Kingdom"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",215600,,"
"GBR,""United Kingdom"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",150200,,"
"GBR,""United Kingdom"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",43500,,"
"GBR,""United Kingdom"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",46100,,"
"GBR,""United Kingdom"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",45200,,"
"GBR,""United Kingdom"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",47600,,"
"GBR,""United Kingdom"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",49700,,"
"GBR,""United Kingdom"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",309700,,"
"GBR,""United Kingdom"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",340600,,"
"GBR,""United Kingdom"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",392400,,"
"GBR,""United Kingdom"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",435500,,"
"GBR,""United Kingdom"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",392500,,"
"GBR,""United Kingdom"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2009"",""2009"",129365.5,,"
"GBR,""United Kingdom"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2011"",""2011"",138321.41,,"
"GBR,""United Kingdom"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2013"",""2013"",161416,,"
"GBR,""United Kingdom"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2015"",""2015"",178425.09,,"
"GBR,""United Kingdom"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",161646.59,,"
"GBR,""United Kingdom"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",217400,,"
"GBR,""United Kingdom"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",232000,,"
"GBR,""United Kingdom"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",238800,,"
"GBR,""United Kingdom"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",267600,,"
"GBR,""United Kingdom"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",292000,,"
"GBR,""United Kingdom"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2009"",""2009"",1.888415,,"
"GBR,""United Kingdom"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2011"",""2011"",1.997654,,"
"GBR,""United Kingdom"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2013"",""2013"",2.3232679,,"
"GBR,""United Kingdom"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2015"",""2015"",2.379781,,"
"GBR,""United Kingdom"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",2.1506851,,"
"GBR,""United Kingdom"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.199,,"
"GBR,""United Kingdom"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2011"",""2011"",0.198,,"
"GBR,""United Kingdom"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.205,,"
"GBR,""United Kingdom"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",0.19299999,,"
"GBR,""United Kingdom"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.16600001,,"
"GBR,""United Kingdom"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2011"",""2011"",0.89899999,,"
"GBR,""United Kingdom"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.89499998,,"
"GBR,""United Kingdom"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",0.81800002,,"
"GBR,""United Kingdom"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.64899999,,"
"GBR,""United Kingdom"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2009"",""2009"",8.1826677,,"
"GBR,""United Kingdom"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2011"",""2011"",7.6680808,,"
"GBR,""United Kingdom"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2013"",""2013"",7.4237571,,"
"GBR,""United Kingdom"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2015"",""2015"",6.8757548,,"
"GBR,""United Kingdom"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",5.3192348,,"
"GBR,""United Kingdom"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2009"",""2009"",64.49276,,"
"GBR,""United Kingdom"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2011"",""2011"",63.42831,,"
"GBR,""United Kingdom"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2013"",""2013"",60.843651,,"
"GBR,""United Kingdom"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2015"",""2015"",61.353958,,"
"GBR,""United Kingdom"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",66.660751,,"
"GBR,""United Kingdom"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2011"",""2011"",15.9166,,"
"GBR,""United Kingdom"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2013"",""2013"",16.3528,,"
"GBR,""United Kingdom"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2015"",""2015"",14.90554,,"
"GBR,""United Kingdom"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",14.45702,,"
"GBR,""United Kingdom"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2009"",""2009"",15.92526,,"
"GBR,""United Kingdom"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2011"",""2011"",16.689791,,"
"GBR,""United Kingdom"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2013"",""2013"",20.02548,,"
"GBR,""United Kingdom"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2015"",""2015"",19.9214,,"
"GBR,""United Kingdom"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",22.60047,,"
"GBR,""United Kingdom"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2009"",""2009"",47.25832,,"
"GBR,""United Kingdom"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2011"",""2011"",48.25259,,"
"GBR,""United Kingdom"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2013"",""2013"",51.99947,,"
"GBR,""United Kingdom"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2015"",""2015"",51.988651,,"
"GBR,""United Kingdom"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",51.958611,,"
"GBR,""United Kingdom"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2009"",""2009"",33.940689,,"
"GBR,""United Kingdom"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2011"",""2011"",34.723091,,"
"GBR,""United Kingdom"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2013"",""2013"",38.244362,,"
"GBR,""United Kingdom"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2015"",""2015"",38.03524,,"
"GBR,""United Kingdom"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",39.51207,,"
"GRC,""Greece"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",18701,,"
"GRC,""Greece"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",14760,,"
"GRC,""Greece"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",15385,,"
"GRC,""Greece"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",11948,,"
"GRC,""Greece"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",7556,,"
"GRC,""Greece"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",7344,,"
"GRC,""Greece"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",147757,,"
"GRC,""Greece"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",104199,,"
"GRC,""Greece"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",93915,,"
"GRC,""Greece"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2009"",""2009"",55972,,"
"GRC,""Greece"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",41414.07,,"
"GRC,""Greece"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2018"",""2018"",37315.16,,"
"GRC,""Greece"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",141003,,"
"GRC,""Greece"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",96995,,"
"GRC,""Greece"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",85874,,"
"GRC,""Greece"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2009"",""2009"",1.449536,,"
"GRC,""Greece"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",1.601632,,"
"GRC,""Greece"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2018"",""2018"",1.564311,,"
"GRC,""Greece"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.148,,"
"GRC,""Greece"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.17399999,,"
"GRC,""Greece"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.24600001,,"
"GRC,""Greece"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2009"",""2009"",0.472,,"
"GRC,""Greece"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.53299999,,"
"GRC,""Greece"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.72900003,,"
"GRC,""Greece"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2009"",""2009"",11.59774,,"
"GRC,""Greece"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",16.97225,,"
"GRC,""Greece"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2018"",""2018"",22.165911,,"
"GRC,""Greece"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2009"",""2009"",36.61816,,"
"GRC,""Greece"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",27.08742,,"
"GRC,""Greece"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2018"",""2018"",19.709249,,"
"GRC,""Greece"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2009"",""2009"",12.21559,,"
"GRC,""Greece"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",17.526091,,"
"GRC,""Greece"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2018"",""2018"",21.04339,,"
"GRC,""Greece"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2009"",""2009"",8.2319756,,"
"GRC,""Greece"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",9.1551847,,"
"GRC,""Greece"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2018"",""2018"",8.8393593,,"
"GRC,""Greece"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2009"",""2009"",38.784031,,"
"GRC,""Greece"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",42.42382,,"
"GRC,""Greece"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2018"",""2018"",41.284111,,"
"GRC,""Greece"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2009"",""2009"",25.447559,,"
"GRC,""Greece"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",28.77589,,"
"GRC,""Greece"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2018"",""2018"",26.9627,,"
"HUN,""Hungary"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",4546179,,"
"HUN,""Hungary"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",5953663,,"
"HUN,""Hungary"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",1442157,,"
"HUN,""Hungary"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",1210016,,"
"HUN,""Hungary"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",15700000,,"
"HUN,""Hungary"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",22600000,,"
"HUN,""Hungary"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",6684392,,"
"HUN,""Hungary"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",9444484,,"
"HUN,""Hungary"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",12600000,,"
"HUN,""Hungary"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",17900000,,"
"HUN,""Hungary"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",1.939728,,"
"HUN,""Hungary"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",2.0122371,,"
"HUN,""Hungary"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.20200001,,"
"HUN,""Hungary"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.15100001,,"
"HUN,""Hungary"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.60299999,,"
"HUN,""Hungary"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.38299999,,"
"HUN,""Hungary"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",17.02673,,"
